attribute_set,categories,sku,name,meta_title,meta_description,url_key,url_path,product_country,price,weight,short_description,meta_keyword,qty,manufacturer,articul_magazin,units,packing,is_in_stock
Default,Килимок для миші,Z-00005667,"Pod Myshku MASERATI GRANCABRIO","Pod Myshku MASERATI GRANCABRIO","Pod Myshku MASERATI GRANCABRIO",Z-00005667,Z-00005667.html,,49.90,,"Pod Myshku MASERATI GRANCABRIO",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,Z-00008141,"Pod Myshku NISSAN GT-R","Pod Myshku NISSAN GT-R","Pod Myshku NISSAN GT-R",Z-00008141,Z-00008141.html,,49.90,,"Pod Myshku NISSAN GT-R",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,Z-00000363,"Pod Myshku OPTIC TRAVKA","Pod Myshku OPTIC TRAVKA","Pod Myshku OPTIC TRAVKA",Z-00000363,Z-00000363.html,,49.90,,"Pod Myshku OPTIC TRAVKA",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,0000008698,"Pod Myshku SMILE IT","Pod Myshku SMILE IT","Pod Myshku SMILE IT",0000008698,0000008698.html,,49.90,,"Pod Myshku SMILE IT",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,Z-00008017,"Pod Myshku КОКОС","Pod Myshku КОКОС","Pod Myshku КОКОС",Z-00008017,Z-00008017.html,,49.90,,"Pod Myshku КОКОС",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,Z-00000364,"Pod Myshku ПОМИЛКА КИЛИМКА","Pod Myshku ПОМИЛКА КИЛИМКА","Pod Myshku ПОМИЛКА КИЛИМКА",Z-00000364,Z-00000364.html,,49.90,,"Pod Myshku ПОМИЛКА КИЛИМКА",,100,PODMYSHKU,,шт,10,1
Default,Килимок для миші,Z-00012650,"Pod Myshku СЕРЦЕ","Pod Myshku СЕРЦЕ","Pod Myshku СЕРЦЕ",Z-00012650,Z-00012650.html,,49.90,,"Pod Myshku СЕРЦЕ",,100,PODMYSHKU,,шт,,1
Default,Клавіатура,0000006049,"Defender ELEMENT HB-520 PS/2, чорна","Defender ELEMENT HB-520 PS/2, чорна","Defender ELEMENT HB-520 PS/2, чорна",0000006049,0000006049.html,,184.00,,"Defender ELEMENT HB-520 PS/2, чорна",,100,DEFENDER,,шт,,1
Default,Клавіатура,0000006048,"Defender ELEMENT HB-520 USB, чорна","Defender ELEMENT HB-520 USB, чорна","Defender ELEMENT HB-520 USB, чорна",0000006048,0000006048.html,,199.00,,"Defender ELEMENT HB-520 USB, чорна",,100,DEFENDER,,шт,,1
Default,Клавіатура,Z-00010294,"Havit HV-KB312 USB, чорна","Havit HV-KB312 USB, чорна","Havit HV-KB312 USB, чорна",Z-00010294,Z-00010294.html,,149.00,,"Havit HV-KB312 USB, чорна",,100,HAVIT,,шт,,1
Default,Клавіатура,0000008443,"Havit HV-KB321 USB, чорна","Havit HV-KB321 USB, чорна","Havit HV-KB321 USB, чорна",0000008443,0000008443.html,,119.00,,"Havit HV-KB321 USB, чорна",,100,HAVIT,,шт,,1
Default,Клавіатура,0000006273,"Havit HV-KB327 USB, чорна","Havit HV-KB327 USB, чорна","Havit HV-KB327 USB, чорна",0000006273,0000006273.html,,198.00,,"Havit HV-KB327 USB, чорна",,100,HAVIT,,шт,,1
Default,Клавіатура,Z-00012172,"Havit HV-KB378 USB, чорна","Havit HV-KB378 USB, чорна","Havit HV-KB378 USB, чорна",Z-00012172,Z-00012172.html,,109.00,,"Havit HV-KB378 USB, чорна",,100,HAVIT,,шт,,1
Default,Лампа LED,Z-00010567,"Ergo A60 10W E27 4100K","Ergo A60 10W E27 4100K","Ergo A60 10W E27 4100K",Z-00010567,Z-00010567.html,,35.00,,"Ergo A60 10W E27 4100K",,100,ERGO,,шт,,1
Default,Лампа LED,0000000383,"Ergo G45 5W E27 4100K","Ergo G45 5W E27 4100K","Ergo G45 5W E27 4100K",0000000383,0000000383.html,,33.00,,"Ergo G45 5W E27 4100K",,100,ERGO,,шт,,1
Default,Лампа LED,0000003363,"Titanum A60 10W E27 4100K","Titanum A60 10W E27 4100K","Titanum A60 10W E27 4100K",0000003363,0000003363.html,,33.00,,"Titanum A60 10W E27 4100K",,100,TITANUM,,шт,,1
Default,Лампа LED,0000003368,"Titanum G45 5W E27 4100K","Titanum G45 5W E27 4100K","Titanum G45 5W E27 4100K",0000003368,0000003368.html,,29.00,,"Titanum G45 5W E27 4100K",,100,TITANUM,,шт,,1
Default,Миша компютерна,Z-00014822,"Defender 440B, black","Defender 440B, black","Defender 440B, black",Z-00014822,Z-00014822.html,,99.00,,"Defender 440B, black",,100,DEFENDER,440B,шт,,1
Default,Миша компютерна,Z-00012173,"Defender MM-010, black","Defender MM-010, black","Defender MM-010, black",Z-00012173,Z-00012173.html,,85.00,,"Defender MM-010, black",,100,DEFENDER,MM-010,шт,,1
Default,Миша компютерна,Z-00001743,"Defender MM-930, black","Defender MM-930, black","Defender MM-930, black",Z-00001743,Z-00001743.html,,93.00,,"Defender MM-930, black",,100,DEFENDER,MM-930,шт,,1
Default,Миша компютерна,0000004117,"Defender MS-900, black","Defender MS-900, black","Defender MS-900, black",0000004117,0000004117.html,,58.00,,"Defender MS-900, black",,100,DEFENDER,MS-900,шт,,1
Default,Миша компютерна,0000008694,"Havit HV-M8000 USB, black/blue","Havit HV-M8000 USB, black/blue","Havit HV-M8000 USB, black/blue",0000008694,0000008694.html,,126.00,,"Havit HV-M8000 USB, black/blue",,100,HAVIT,HV-M8000,шт,,1
Default,Миша компютерна,Z-00012213,"Havit HV-M8000 USB, black/red","Havit HV-M8000 USB, black/red","Havit HV-M8000 USB, black/red",Z-00012213,Z-00012213.html,,126.00,,"Havit HV-M8000 USB, black/red",,100,HAVIT,HV-M8000,шт,,1
Default,Миша компютерна,Z-00012214,"Havit HV-M8000 USB, black/white","Havit HV-M8000 USB, black/white","Havit HV-M8000 USB, black/white",Z-00012214,Z-00012214.html,,126.00,,"Havit HV-M8000 USB, black/white",,100,HAVIT,HV-M8000,шт,,1
Default,Миша компютерна,Z-00012215,"Havit HV-M921GT Wireless USB, black","Havit HV-M921GT Wireless USB, black","Havit HV-M921GT Wireless USB, black",Z-00012215,Z-00012215.html,,149.00,,"Havit HV-M921GT Wireless USB, black",,100,HAVIT,HV-M921GT,шт,,1
Default,Миша компютерна,Z-00012216,"Havit HV-M921GT Wireless USB, blue","Havit HV-M921GT Wireless USB, blue","Havit HV-M921GT Wireless USB, blue",Z-00012216,Z-00012216.html,,149.00,,"Havit HV-M921GT Wireless USB, blue",,100,HAVIT,HV-M921GT,шт,,1
Default,Миша компютерна,Z-00003575,"Havit HV-M921GT Wireless USB, gray","Havit HV-M921GT Wireless USB, gray","Havit HV-M921GT Wireless USB, gray",Z-00003575,Z-00003575.html,,149.00,,"Havit HV-M921GT Wireless USB, gray",,100,HAVIT,HV-M921GT,шт,,1
Default,Миша компютерна,Z-00012217,"Havit HV-M921GT Wireless USB, red","Havit HV-M921GT Wireless USB, red","Havit HV-M921GT Wireless USB, red",Z-00012217,Z-00012217.html,,149.00,,"Havit HV-M921GT Wireless USB, red",,100,HAVIT,HV-M921GT,шт,,1
Default,Миша компютерна,Z-00014965,"Havit HV-M921GT Wireless USB, white","Havit HV-M921GT Wireless USB, white","Havit HV-M921GT Wireless USB, white",Z-00014965,Z-00014965.html,,149.00,,"Havit HV-M921GT Wireless USB, white",,100,HAVIT,HV-M921GT,шт,,1
Default,Миша компютерна,0000006331,"Havit HV-M927GT Wireless USB, black","Havit HV-M927GT Wireless USB, black","Havit HV-M927GT Wireless USB, black",0000006331,0000006331.html,,169.00,,"Havit HV-M927GT Wireless USB, black",,100,HAVIT,HV-M927GT,шт,,1
Default,Миша компютерна,0000004099,"Havit HV-M927GT Wireless USB, blue","Havit HV-M927GT Wireless USB, blue","Havit HV-M927GT Wireless USB, blue",0000004099,0000004099.html,,169.00,,"Havit HV-M927GT Wireless USB, blue",,100,HAVIT,HV-M927GT,шт,,1
Default,Миша компютерна,0000006270,"Havit HV-M927GT Wireless USB, red","Havit HV-M927GT Wireless USB, red","Havit HV-M927GT Wireless USB, red",0000006270,0000006270.html,,169.00,,"Havit HV-M927GT Wireless USB, red",,100,HAVIT,HV-M927GT,шт,,1
Default,Миша компютерна,0000003639,"Havit HV-M980GT Wireless USB, blue","Havit HV-M980GT Wireless USB, blue","Havit HV-M980GT Wireless USB, blue",0000003639,0000003639.html,,165.00,,"Havit HV-M980GT Wireless USB, blue",,100,HAVIT,HV-M980GT,шт,,1
Default,Миша компютерна,Z-00001694,"Havit HV-M980GT Wireless USB, red","Havit HV-M980GT Wireless USB, red","Havit HV-M980GT Wireless USB, red",Z-00001694,Z-00001694.html,,165.00,,"Havit HV-M980GT Wireless USB, red",,100,HAVIT,HV-M980GT,шт,,1
Default,Миша компютерна,Z-00014963,"Havit HV-M980GT Wireless USB, yellow","Havit HV-M980GT Wireless USB, yellow","Havit HV-M980GT Wireless USB, yellow",Z-00014963,Z-00014963.html,,165.00,,"Havit HV-M980GT Wireless USB, yellow",,100,HAVIT,HV-M980GT,шт,,1
Default,Миша компютерна,0000003556,"Havit HV-M989GT Wireless USB, black","Havit HV-M989GT Wireless USB, black","Havit HV-M989GT Wireless USB, black",0000003556,0000003556.html,,139.00,,"Havit HV-M989GT Wireless USB, black",,100,HAVIT,HV-M989GT,шт,,1
Default,Миша компютерна,0000004360,"Havit HV-M989GT Wireless USB, black/blue","Havit HV-M989GT Wireless USB, black/blue","Havit HV-M989GT Wireless USB, black/blue",0000004360,0000004360.html,,139.00,,"Havit HV-M989GT Wireless USB, black/blue",,100,HAVIT,HV-M989GT,шт,,1
Default,Миша компютерна,0000003322,"Havit HV-M989GT Wireless USB, black/red","Havit HV-M989GT Wireless USB, black/red","Havit HV-M989GT Wireless USB, black/red",0000003322,0000003322.html,,139.00,,"Havit HV-M989GT Wireless USB, black/red",,100,HAVIT,HV-M989GT,шт,,1
Default,Миша компютерна,Z-00001696,"Havit HV-M989GT Wireless USB, black/silver","Havit HV-M989GT Wireless USB, black/silver","Havit HV-M989GT Wireless USB, black/silver",Z-00001696,Z-00001696.html,,139.00,,"Havit HV-M989GT Wireless USB, black/silver",,100,HAVIT,HV-M989GT,шт,,1
Default,Миша компютерна,0000003318,"Havit HV-M989GT Wireless USB, dark blue","Havit HV-M989GT Wireless USB, dark blue","Havit HV-M989GT Wireless USB, dark blue",0000003318,0000003318.html,,139.00,,"Havit HV-M989GT Wireless USB, dark blue",,100,HAVIT,HV-M989GT,шт,,1
Default,Миша компютерна,С-00000023,"Havit HV-MS672 USB, black","Havit HV-MS672 USB, black","Havit HV-MS672 USB, black",С-00000023,С-00000023.html,,119.00,,"Havit HV-MS672 USB, black",,100,HAVIT,HV-MS672,шт,,1
Default,Миша компютерна,Z-00012211,"Havit HV-MS675 USB, blue","Havit HV-MS675 USB, blue","Havit HV-MS675 USB, blue",Z-00012211,Z-00012211.html,,97.00,,"Havit HV-MS675 USB, blue",,100,HAVIT,HV-MS675,шт,,1
Default,Миша компютерна,Z-00012155,"Havit HV-MS675 USB, purple","Havit HV-MS675 USB, purple","Havit HV-MS675 USB, purple",Z-00012155,Z-00012155.html,,97.00,,"Havit HV-MS675 USB, purple",,100,HAVIT,HV-MS675,шт,,1
Default,Миша компютерна,Z-00012154,"Havit HV-MS675 USB, red","Havit HV-MS675 USB, red","Havit HV-MS675 USB, red",Z-00012154,Z-00012154.html,,97.00,,"Havit HV-MS675 USB, red",,100,HAVIT,HV-MS675,шт,,1
Default,Миша компютерна,Z-00012195,"Havit HV-MS675 USB, white","Havit HV-MS675 USB, white","Havit HV-MS675 USB, white",Z-00012195,Z-00012195.html,,97.00,,"Havit HV-MS675 USB, white",,100,HAVIT,HV-MS675,шт,,1
Default,Миша компютерна,С-00000021,"Havit HV-MS675 USB, yellow","Havit HV-MS675 USB, yellow","Havit HV-MS675 USB, yellow",С-00000021,С-00000021.html,,97.00,,"Havit HV-MS675 USB, yellow",,100,HAVIT,HV-MS675,шт,,1
Default,Миша компютерна,Z-00012212,"Havit HV-MS689 USB, (orange whell) grey","Havit HV-MS689 USB, (orange whell) grey","Havit HV-MS689 USB, (orange whell) grey",Z-00012212,Z-00012212.html,,108.00,,"Havit HV-MS689 USB, (orange whell) grey",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,Z-00012196,"Havit HV-MS689 USB, (red whell) grey","Havit HV-MS689 USB, (red whell) grey","Havit HV-MS689 USB, (red whell) grey",Z-00012196,Z-00012196.html,,108.00,,"Havit HV-MS689 USB, (red whell) grey",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,Z-00003180,"Havit HV-MS689 USB, black","Havit HV-MS689 USB, black","Havit HV-MS689 USB, black",Z-00003180,Z-00003180.html,,108.00,,"Havit HV-MS689 USB, black",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,Z-00001283,"Havit HV-MS689 USB, blue","Havit HV-MS689 USB, blue","Havit HV-MS689 USB, blue",Z-00001283,Z-00001283.html,,108.00,,"Havit HV-MS689 USB, blue",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,0000008144,"Havit HV-MS689 USB, grey","Havit HV-MS689 USB, grey","Havit HV-MS689 USB, grey",0000008144,0000008144.html,,108.00,,"Havit HV-MS689 USB, grey",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,0000004307,"Havit HV-MS689 USB, red","Havit HV-MS689 USB, red","Havit HV-MS689 USB, red",0000004307,0000004307.html,,108.00,,"Havit HV-MS689 USB, red",,100,HAVIT,HV-MS689,шт,,1
Default,Миша компютерна,С-00000024,"Havit HV-MS691 USB, black","Havit HV-MS691 USB, black","Havit HV-MS691 USB, black",С-00000024,С-00000024.html,,143.00,,"Havit HV-MS691 USB, black",,100,HAVIT,HV-MS691,шт,,1
Default,Миша компютерна,С-00000022,"Havit HV-MS753 USB, black/blue","Havit HV-MS753 USB, black/blue","Havit HV-MS753 USB, black/blue",С-00000022,С-00000022.html,,60.00,,"Havit HV-MS753 USB, black/blue",,100,HAVIT,HV-MS753,шт,,1
Default,Миша компютерна,С-00000020,"Havit HV-MS753 USB, black/gray","Havit HV-MS753 USB, black/gray","Havit HV-MS753 USB, black/gray",С-00000020,С-00000020.html,,60.00,,"Havit HV-MS753 USB, black/gray",,100,HAVIT,HV-MS753,шт,,1
Default,Миша компютерна,0000004100,"Havit HV-MS753 USB, black/purple","Havit HV-MS753 USB, black/purple","Havit HV-MS753 USB, black/purple",0000004100,0000004100.html,,60.00,,"Havit HV-MS753 USB, black/purple",,100,HAVIT,HV-MS753,шт,,1
Default,Миша компютерна,0000004982,"Havit HV-MS753 USB, black/red","Havit HV-MS753 USB, black/red","Havit HV-MS753 USB, black/red",0000004982,0000004982.html,,60.00,,"Havit HV-MS753 USB, black/red",,100,HAVIT,HV-MS753,шт,,1
Default,Миша компютерна,0000008689,"Havit HV-MS753 USB, black/yellow","Havit HV-MS753 USB, black/yellow","Havit HV-MS753 USB, black/yellow",0000008689,0000008689.html,,60.00,,"Havit HV-MS753 USB, black/yellow",,100,HAVIT,HV-MS753,шт,,1
Default,Флеш USB,0000008045,"Apacer AH321 16Gb Red (ковпачок)","Apacer AH321 16Gb Red (ковпачок)","Apacer AH321 16Gb Red (ковпачок)",0000008045,0000008045.html,,195.00,,"Apacer AH321 16Gb Red (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,0000004592,"Apacer AH321 32Gb Red (ковпачок)","Apacer AH321 32Gb Red (ковпачок)","Apacer AH321 32Gb Red (ковпачок)",0000004592,0000004592.html,,289.00,,"Apacer AH321 32Gb Red (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010469,"Apacer AH321 4Gb Red (ковпачок)","Apacer AH321 4Gb Red (ковпачок)","Apacer AH321 4Gb Red (ковпачок)",Z-00010469,Z-00010469.html,,159.00,,"Apacer AH321 4Gb Red (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00003104,"Apacer AH321 8Gb Red (ковпачок)","Apacer AH321 8Gb Red (ковпачок)","Apacer AH321 8Gb Red (ковпачок)",Z-00003104,Z-00003104.html,,183.00,,"Apacer AH321 8Gb Red (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010822,"Apacer AH322 16Gb Black (ковпачок)","Apacer AH322 16Gb Black (ковпачок)","Apacer AH322 16Gb Black (ковпачок)",Z-00010822,Z-00010822.html,,195.00,,"Apacer AH322 16Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00012537,"Apacer AH322 32Gb Black (ковпачок)","Apacer AH322 32Gb Black (ковпачок)","Apacer AH322 32Gb Black (ковпачок)",Z-00012537,Z-00012537.html,,289.00,,"Apacer AH322 32Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,0000008548,"Apacer AH322 4Gb Black (ковпачок)","Apacer AH322 4Gb Black (ковпачок)","Apacer AH322 4Gb Black (ковпачок)",0000008548,0000008548.html,,155.00,,"Apacer AH322 4Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00009104,"Apacer AH322 8Gb Black (ковпачок)","Apacer AH322 8Gb Black (ковпачок)","Apacer AH322 8Gb Black (ковпачок)",Z-00009104,Z-00009104.html,,180.00,,"Apacer AH322 8Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00003568,"Apacer AH325 16Gb (висувна)","Apacer AH325 16Gb (висувна)","Apacer AH325 16Gb (висувна)",Z-00003568,Z-00003568.html,,195.00,,"Apacer AH325 16Gb (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00006548,"Apacer AH325 4Gb (висувна)","Apacer AH325 4Gb (висувна)","Apacer AH325 4Gb (висувна)",Z-00006548,Z-00006548.html,,165.00,,"Apacer AH325 4Gb (висувна)",,100,APACER,,шт,5,1
Default,Флеш USB,Z-00006298,"Apacer AH325 8Gb (висувна)","Apacer AH325 8Gb (висувна)","Apacer AH325 8Gb (висувна)",Z-00006298,Z-00006298.html,,175.00,,"Apacer AH325 8Gb (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010460,"Apacer AH326 16Gb Black (висувна)","Apacer AH326 16Gb Black (висувна)","Apacer AH326 16Gb Black (висувна)",Z-00010460,Z-00010460.html,,195.00,,"Apacer AH326 16Gb Black (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00009101,"Apacer AH326 16Gb White (висувна)","Apacer AH326 16Gb White (висувна)","Apacer AH326 16Gb White (висувна)",Z-00009101,Z-00009101.html,,195.00,,"Apacer AH326 16Gb White (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010164,"Apacer AH326 4Gb Black (висувна)","Apacer AH326 4Gb Black (висувна)","Apacer AH326 4Gb Black (висувна)",Z-00010164,Z-00010164.html,,160.00,,"Apacer AH326 4Gb Black (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00003106,"Apacer AH326 4Gb White (висувна)","Apacer AH326 4Gb White (висувна)","Apacer AH326 4Gb White (висувна)",Z-00003106,Z-00003106.html,,160.00,,"Apacer AH326 4Gb White (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00002782,"Apacer AH326 8Gb Black (висувна)","Apacer AH326 8Gb Black (висувна)","Apacer AH326 8Gb Black (висувна)",Z-00002782,Z-00002782.html,,175.00,,"Apacer AH326 8Gb Black (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00012132,"Apacer AH326 8Gb White (висувна)","Apacer AH326 8Gb White (висувна)","Apacer AH326 8Gb White (висувна)",Z-00012132,Z-00012132.html,,175.00,,"Apacer AH326 8Gb White (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00014455,"Apacer AH328 16Gb Silver (висувна)","Apacer AH328 16Gb Silver (висувна)","Apacer AH328 16Gb Silver (висувна)",Z-00014455,Z-00014455.html,,209.00,,"Apacer AH328 16Gb Silver (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00014457,"Apacer AH328 4Gb Silver (висувна)","Apacer AH328 4Gb Silver (висувна)","Apacer AH328 4Gb Silver (висувна)",Z-00014457,Z-00014457.html,,169.00,,"Apacer AH328 4Gb Silver (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00014456,"Apacer AH328 8Gb Silver (висувна)","Apacer AH328 8Gb Silver (висувна)","Apacer AH328 8Gb Silver (висувна)",Z-00014456,Z-00014456.html,,189.00,,"Apacer AH328 8Gb Silver (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00005288,"Apacer AH333 16Gb Black (ковпачок)","Apacer AH333 16Gb Black (ковпачок)","Apacer AH333 16Gb Black (ковпачок)",Z-00005288,Z-00005288.html,,195.00,,"Apacer AH333 16Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00004158,"Apacer AH333 16Gb White (ковпачок)","Apacer AH333 16Gb White (ковпачок)","Apacer AH333 16Gb White (ковпачок)",Z-00004158,Z-00004158.html,,195.00,,"Apacer AH333 16Gb White (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00004714,"Apacer AH333 4Gb Black (ковпачок)","Apacer AH333 4Gb Black (ковпачок)","Apacer AH333 4Gb Black (ковпачок)",Z-00004714,Z-00004714.html,,160.00,,"Apacer AH333 4Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00005018,"Apacer AH333 4Gb White (ковпачок)","Apacer AH333 4Gb White (ковпачок)","Apacer AH333 4Gb White (ковпачок)",Z-00005018,Z-00005018.html,,160.00,,"Apacer AH333 4Gb White (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00011660,"Apacer AH333 8Gb Black (ковпачок)","Apacer AH333 8Gb Black (ковпачок)","Apacer AH333 8Gb Black (ковпачок)",Z-00011660,Z-00011660.html,,180.00,,"Apacer AH333 8Gb Black (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,0000008044,"Apacer AH333 8Gb White (ковпачок)","Apacer AH333 8Gb White (ковпачок)","Apacer AH333 8Gb White (ковпачок)",0000008044,0000008044.html,,180.00,,"Apacer AH333 8Gb White (ковпачок)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00011316,"Apacer AH334 16Gb Blue (висувна)","Apacer AH334 16Gb Blue (висувна)","Apacer AH334 16Gb Blue (висувна)",Z-00011316,Z-00011316.html,,195.00,,"Apacer AH334 16Gb Blue (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00008033,"Apacer AH334 16Gb Pink (висувна)","Apacer AH334 16Gb Pink (висувна)","Apacer AH334 16Gb Pink (висувна)",Z-00008033,Z-00008033.html,,195.00,,"Apacer AH334 16Gb Pink (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00003108,"Apacer AH334 32Gb Blue (висувна)","Apacer AH334 32Gb Blue (висувна)","Apacer AH334 32Gb Blue (висувна)",Z-00003108,Z-00003108.html,,279.00,,"Apacer AH334 32Gb Blue (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010167,"Apacer AH334 4Gb Blue (висувна)","Apacer AH334 4Gb Blue (висувна)","Apacer AH334 4Gb Blue (висувна)",Z-00010167,Z-00010167.html,,159.00,,"Apacer AH334 4Gb Blue (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00010166,"Apacer AH334 4Gb Pink (висувна)","Apacer AH334 4Gb Pink (висувна)","Apacer AH334 4Gb Pink (висувна)",Z-00010166,Z-00010166.html,,159.00,,"Apacer AH334 4Gb Pink (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00008755,"Apacer AH334 8Gb Blue (висувна)","Apacer AH334 8Gb Blue (висувна)","Apacer AH334 8Gb Blue (висувна)",Z-00008755,Z-00008755.html,,172.00,,"Apacer AH334 8Gb Blue (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00003110,"Apacer AH334 8Gb Pink (висувна)","Apacer AH334 8Gb Pink (висувна)","Apacer AH334 8Gb Pink (висувна)",Z-00003110,Z-00003110.html,,172.00,,"Apacer AH334 8Gb Pink (висувна)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00006073,"Apacer AH335 16Gb Green-White (ротатор)","Apacer AH335 16Gb Green-White (ротатор)","Apacer AH335 16Gb Green-White (ротатор)",Z-00006073,Z-00006073.html,,195.00,,"Apacer AH335 16Gb Green-White (ротатор)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00006072,"Apacer AH335 8Gb Green-White (ротатор)","Apacer AH335 8Gb Green-White (ротатор)","Apacer AH335 8Gb Green-White (ротатор)",Z-00006072,Z-00006072.html,,172.00,,"Apacer AH335 8Gb Green-White (ротатор)",,100,APACER,,шт,,1
Default,Флеш USB,Z-00005019,"Goodram UCL2 16Gb UKRAINE Black (висувна)","Goodram UCL2 16Gb UKRAINE Black (висувна)","Goodram UCL2 16Gb UKRAINE Black (висувна)",Z-00005019,Z-00005019.html,,215.00,,"Goodram UCL2 16Gb UKRAINE Black (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00005020,"Goodram UCL2 16Gb UKRAINE White (висувна)","Goodram UCL2 16Gb UKRAINE White (висувна)","Goodram UCL2 16Gb UKRAINE White (висувна)",Z-00005020,Z-00005020.html,,215.00,,"Goodram UCL2 16Gb UKRAINE White (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00001280,"Goodram UCL2 16Gb White (висувна)","Goodram UCL2 16Gb White (висувна)","Goodram UCL2 16Gb White (висувна)",Z-00001280,Z-00001280.html,,215.00,,"Goodram UCL2 16Gb White (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00003375,"Goodram UCL2 32Gb UKRAINE Black (висувна)","Goodram UCL2 32Gb UKRAINE Black (висувна)","Goodram UCL2 32Gb UKRAINE Black (висувна)",Z-00003375,Z-00003375.html,,379.00,,"Goodram UCL2 32Gb UKRAINE Black (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00003383,"Goodram UCL2 8Gb UKRAINE Black (висувна)","Goodram UCL2 8Gb UKRAINE Black (висувна)","Goodram UCL2 8Gb UKRAINE Black (висувна)",Z-00003383,Z-00003383.html,,195.00,,"Goodram UCL2 8Gb UKRAINE Black (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00002784,"Goodram UCL2 8Gb UKRAINE White (висувна)","Goodram UCL2 8Gb UKRAINE White (висувна)","Goodram UCL2 8Gb UKRAINE White (висувна)",Z-00002784,Z-00002784.html,,195.00,,"Goodram UCL2 8Gb UKRAINE White (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00001632,"Goodram UCL2 8Gb White (висувна)","Goodram UCL2 8Gb White (висувна)","Goodram UCL2 8Gb White (висувна)",Z-00001632,Z-00001632.html,,199.00,,"Goodram UCL2 8Gb White (висувна)",,100,GOODRAM,,шт,,1
Default,Флеш USB,0000004628,"Goodram UCO2 16Gb COLOUR MIX (ротатор)","Goodram UCO2 16Gb COLOUR MIX (ротатор)","Goodram UCO2 16Gb COLOUR MIX (ротатор)",0000004628,0000004628.html,,209.00,,"Goodram UCO2 16Gb COLOUR MIX (ротатор)",,100,GOODRAM,,шт,,1
Default,Флеш USB,Z-00008677,"Goodram UCO2 16Gb UKRAINE Blue/Yellow (ротатор)","Goodram UCO2 16Gb UKRAINE Blue/Yellow (ротатор)","Goodram UCO2 16Gb UKRAINE Blue/Yellow (ротатор)",Z-00008677,Z-00008677.html,,209.00,,"Goodram UCO2 16Gb UKRAINE Blue/Yellow (ротатор)",,100,GOODRAM,,шт,,1
