attribute_set,categories,sku,name,meta_title,meta_description,url_key,url_path,product_country,price,weight,short_description,meta_keyword,qty,manufacturer,articul_magazin,units,packing,is_in_stock
Default,Аксесуари для малювання,Z-00006377,"палітра Прайд овальна 11 відділень","палітра Прайд овальна 11 відділень","палітра Прайд овальна 11 відділень",Z-00006377,Z-00006377.html,,9.50,,"палітра Прайд овальна 11 відділень",,100,ПРАЙД,,шт,,1
Default,Аксесуари для малювання,Z-00010245,"палітра Прайд овальна 13 відділень","палітра Прайд овальна 13 відділень","палітра Прайд овальна 13 відділень",Z-00010245,Z-00010245.html,,9.90,,"палітра Прайд овальна 13 відділень",,100,ПРАЙД,,шт,,1
Default,Аксесуари для малювання,Z-00010252,"палітра Прайд овальна 15 відділень","палітра Прайд овальна 15 відділень","палітра Прайд овальна 15 відділень",Z-00010252,Z-00010252.html,,10.90,,"палітра Прайд овальна 15 відділень",,100,ПРАЙД,,шт,,1
Default,Аксесуари для малювання,Z-00009057,"палітра Х-М художня без лунок","палітра Х-М художня без лунок","палітра Х-М художня без лунок",Z-00009057,Z-00009057.html,,13.00,,"палітра Х-М художня без лунок",,100,Х-М,,шт,,1
Default,Аксесуари для малювання,Z-00014528,"палітра Х-М, біла","палітра Х-М, біла","палітра Х-М, біла",Z-00014528,Z-00014528.html,,7.50,,"палітра Х-М, біла",,100,Х-М,,шт,50,1
Default,Аксесуари для малювання,Z-00000775,"палітра Х-М, кольорова","палітра Х-М, кольорова","палітра Х-М, кольорова",Z-00000775,Z-00000775.html,,5.80,,"палітра Х-М, кольорова",,100,Х-М,,шт,50,1
Default,Аксесуари для малювання,Z-00006147,"стакан непроливайка Х-M","стакан непроливайка Х-M","стакан непроливайка Х-M",Z-00006147,Z-00006147.html,,4.90,,"стакан непроливайка Х-M",,100,Х-М,922330,шт,12/120,1
Default,Аксесуари для малювання,Z-00006825,"стакан непроливайка Х-М ПОДВІЙНИЙ","стакан непроливайка Х-М ПОДВІЙНИЙ","стакан непроливайка Х-М ПОДВІЙНИЙ",Z-00006825,Z-00006825.html,,7.50,,"стакан непроливайка Х-М ПОДВІЙНИЙ",,100,Х-М,922300,шт,40,1
Default,Аксесуари для пластиліну,Z-00015089,"дошка LK ГРУША + стек","дошка LK ГРУША + стек","дошка LK ГРУША + стек",Z-00015089,Z-00015089.html,,8.90,,"дошка LK ГРУША + стек",,100,LK,924600,шт,10/250,1
Default,Аксесуари для пластиліну,Z-00015088,"дошка LK ПОРОСЯ + стек","дошка LK ПОРОСЯ + стек","дошка LK ПОРОСЯ + стек",Z-00015088,Z-00015088.html,,8.90,,"дошка LK ПОРОСЯ + стек",,100,LK,,шт,20/300,1
Default,Аксесуари для пластиліну,Z-00014031,"дошка LK РИБКА + стек","дошка LK РИБКА + стек","дошка LK РИБКА + стек",Z-00014031,Z-00014031.html,,8.90,,"дошка LK РИБКА + стек",,100,LK,,шт,,1
Default,Аксесуари для пластиліну,Z-00015090,"дошка LK ЯБЛУКО + стек","дошка LK ЯБЛУКО + стек","дошка LK ЯБЛУКО + стек",Z-00015090,Z-00015090.html,,8.90,,"дошка LK ЯБЛУКО + стек",,100,LK,924605,шт,10/250,1
Default,Аксесуари для пластиліну,0000007542,"дошка Х-М 220*150+2 стека (мала)","дошка Х-М 220*150+2 стека (мала)","дошка Х-М 220*150+2 стека (мала)",0000007542,0000007542.html,,4.80,,"дошка Х-М 220*150+2 стека (мала)",,100,Х-М,,шт,200,1
Default,Аксесуари для пластиліну,0000006466,"дошка Х-М 240*160+2 стека (велика)","дошка Х-М 240*160+2 стека (велика)","дошка Х-М 240*160+2 стека (велика)",0000006466,0000006466.html,,7.30,,"дошка Х-М 240*160+2 стека (велика)",,100,Х-М,,шт,130,1
Default,Аксесуари для пластиліну,Z-00007621,"стеки Х-М 3шт.","стеки Х-М 3шт.","стеки Х-М 3шт.",Z-00007621,Z-00007621.html,,4.50,,"стеки Х-М 3шт.",,100,Х-М,,пач,,1
Default,Аксесуари канцелярські,0000000492,"Бюромакс нитка прошивна бавовняна 130гр","Бюромакс нитка прошивна бавовняна 130гр","Бюромакс нитка прошивна бавовняна 130гр",0000000492,0000000492.html,,35.50,,"Бюромакс нитка прошивна бавовняна 130гр",,100,BUROMAX,BM.5556,шт,,1
Default,Аксесуари канцелярські,0000000495,"Бюромакс нитка прошивна поліефірна 170гр","Бюромакс нитка прошивна поліефірна 170гр","Бюромакс нитка прошивна поліефірна 170гр",0000000495,0000000495.html,,49.50,,"Бюромакс нитка прошивна поліефірна 170гр",,100,BUROMAX,BM.5555,шт,,1
Default,Аксесуари канцелярські,Z-00013568,"Бюромакс шило банківське","Бюромакс шило банківське","Бюромакс шило банківське",Z-00013568,Z-00013568.html,,45.50,,"Бюромакс шило банківське",,100,BUROMAX,BM.5551,шт,,1
Default,Аксесуари канцелярські,0000000489,"Бюромакс шило канцелярське","Бюромакс шило канцелярське","Бюромакс шило канцелярське",0000000489,0000000489.html,,8.50,,"Бюромакс шило канцелярське",,100,BUROMAX,BM.5550,шт,,1
Default,Аксесуари подарункові конверт для грошей,Z-00014584,".1035/082 Спасибо (за 10шт) квіти",".1035/082 Спасибо (за 10шт) квіти",".1035/082 Спасибо (за 10шт) квіти",Z-00014584,Z-00014584.html,,12.00,,".1035/082 Спасибо (за 10шт) квіти",,100,MH,КП13-022,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014585,".1035/083 Спасибо (за 10шт) квіти",".1035/083 Спасибо (за 10шт) квіти",".1035/083 Спасибо (за 10шт) квіти",Z-00014585,Z-00014585.html,,12.00,,".1035/083 Спасибо (за 10шт) квіти",,100,MH,КП13-023,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015014,"ЛВ-01-021 Подарунковий (за 10шт) дитячий кіт рудий","ЛВ-01-021 Подарунковий (за 10шт) дитячий кіт рудий","ЛВ-01-021 Подарунковий (за 10шт) дитячий кіт рудий",Z-00015014,Z-00015014.html,,25.00,,"ЛВ-01-021 Подарунковий (за 10шт) дитячий кіт рудий",,100,АПЕЛЬСИН,ЛВ-01-021,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015006,"ЛВ-01-067 Солодких Вам Свят! (за 10шт)","ЛВ-01-067 Солодких Вам Свят! (за 10шт)","ЛВ-01-067 Солодких Вам Свят! (за 10шт)",Z-00015006,Z-00015006.html,,25.00,,"ЛВ-01-067 Солодких Вам Свят! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-067,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015008,"ЛВ-01-069 Зі Святом! (за 10шт)","ЛВ-01-069 Зі Святом! (за 10шт)","ЛВ-01-069 Зі Святом! (за 10шт)",Z-00015008,Z-00015008.html,,25.00,,"ЛВ-01-069 Зі Святом! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-069,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014607,"ЛВ-01-074 Солодкого Тобі Життя! (за 10шт)","ЛВ-01-074 Солодкого Тобі Життя! (за 10шт)","ЛВ-01-074 Солодкого Тобі Життя! (за 10шт)",Z-00014607,Z-00014607.html,,25.00,,"ЛВ-01-074 Солодкого Тобі Життя! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-074,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015040,"ЛВ-01-078 Солодких Свят! (за 10шт)","ЛВ-01-078 Солодких Свят! (за 10шт)","ЛВ-01-078 Солодких Свят! (за 10шт)",Z-00015040,Z-00015040.html,,25.00,,"ЛВ-01-078 Солодких Свят! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-078,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015042,"ЛВ-01-080 З Днем Весілля! (за 10шт)","ЛВ-01-080 З Днем Весілля! (за 10шт)","ЛВ-01-080 З Днем Весілля! (за 10шт)",Z-00015042,Z-00015042.html,,25.00,,"ЛВ-01-080 З Днем Весілля! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-080,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015044,"ЛВ-01-082 Здійснення мрій! (за 10шт)","ЛВ-01-082 Здійснення мрій! (за 10шт)","ЛВ-01-082 Здійснення мрій! (за 10шт)",Z-00015044,Z-00015044.html,,25.00,,"ЛВ-01-082 Здійснення мрій! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-082,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015045,"ЛВ-01-083 Життя зі смаком щастя! (за 10шт)","ЛВ-01-083 Життя зі смаком щастя! (за 10шт)","ЛВ-01-083 Життя зі смаком щастя! (за 10шт)",Z-00015045,Z-00015045.html,,25.00,,"ЛВ-01-083 Життя зі смаком щастя! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-083,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015049,"ЛВ-01-087 Вітаємо зі Святом! (за 10шт)","ЛВ-01-087 Вітаємо зі Святом! (за 10шт)","ЛВ-01-087 Вітаємо зі Святом! (за 10шт)",Z-00015049,Z-00015049.html,,25.00,,"ЛВ-01-087 Вітаємо зі Святом! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-087,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015027,"ЛВ-01-090 Багатства і процвітання! (за 10шт)","ЛВ-01-090 Багатства і процвітання! (за 10шт)","ЛВ-01-090 Багатства і процвітання! (за 10шт)",Z-00015027,Z-00015027.html,,25.00,,"ЛВ-01-090 Багатства і процвітання! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-090,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014564,"ЛВ-01-091 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-091 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-091 З Днем Народження! (дитячий) (за 10шт)",Z-00014564,Z-00014564.html,,25.00,,"ЛВ-01-091 З Днем Народження! (дитячий) (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-091,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015028,"ЛВ-01-092 Справжньому Чоловікові! (за 10шт)","ЛВ-01-092 Справжньому Чоловікові! (за 10шт)","ЛВ-01-092 Справжньому Чоловікові! (за 10шт)",Z-00015028,Z-00015028.html,,25.00,,"ЛВ-01-092 Справжньому Чоловікові! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-092,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015029,"ЛВ-01-093 Вітаємо! (за 10шт)","ЛВ-01-093 Вітаємо! (за 10шт)","ЛВ-01-093 Вітаємо! (за 10шт)",Z-00015029,Z-00015029.html,,25.00,,"ЛВ-01-093 Вітаємо! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-093,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015030,"ЛВ-01-094 Подарунковий фон (за 10шт)","ЛВ-01-094 Подарунковий фон (за 10шт)","ЛВ-01-094 Подарунковий фон (за 10шт)",Z-00015030,Z-00015030.html,,25.00,,"ЛВ-01-094 Подарунковий фон (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-094,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015031,"ЛВ-01-095 Здійснення мрій (за 10шт)","ЛВ-01-095 Здійснення мрій (за 10шт)","ЛВ-01-095 Здійснення мрій (за 10шт)",Z-00015031,Z-00015031.html,,25.00,,"ЛВ-01-095 Здійснення мрій (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-095,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015032,"ЛВ-01-096 Подарунковий конверт з ремінцем (за 10шт)","ЛВ-01-096 Подарунковий конверт з ремінцем (за 10шт)","ЛВ-01-096 Подарунковий конверт з ремінцем (за 10шт)",Z-00015032,Z-00015032.html,,25.00,,"ЛВ-01-096 Подарунковий конверт з ремінцем (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-096,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015033,"ЛВ-01-097 З Днем Народження! (за 10шт)","ЛВ-01-097 З Днем Народження! (за 10шт)","ЛВ-01-097 З Днем Народження! (за 10шт)",Z-00015033,Z-00015033.html,,25.00,,"ЛВ-01-097 З Днем Народження! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-097,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015034,"ЛВ-01-099 З Днем Весілля! (за 10шт)","ЛВ-01-099 З Днем Весілля! (за 10шт)","ЛВ-01-099 З Днем Весілля! (за 10шт)",Z-00015034,Z-00015034.html,,25.00,,"ЛВ-01-099 З Днем Весілля! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-099,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014540,"ЛВ-01-100 З Ювілеєм (за 10шт) нейтр. золота стрічка","ЛВ-01-100 З Ювілеєм (за 10шт) нейтр. золота стрічка","ЛВ-01-100 З Ювілеєм (за 10шт) нейтр. золота стрічка",Z-00014540,Z-00014540.html,,25.00,,"ЛВ-01-100 З Ювілеєм (за 10шт) нейтр. золота стрічка",,100,АПЕЛЬСИН,ЛВ-01-100,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014537,"ЛВ-01-102 З Днем Весілля!","ЛВ-01-102 З Днем Весілля!","ЛВ-01-102 З Днем Весілля!",Z-00014537,Z-00014537.html,,25.00,,"ЛВ-01-102 З Днем Весілля!",,100,АПЕЛЬСИН,ЛВ-01-102,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014538,"ЛВ-01-103 100 Доларів США (за 10шт)","ЛВ-01-103 100 Доларів США (за 10шт)","ЛВ-01-103 100 Доларів США (за 10шт)",Z-00014538,Z-00014538.html,,25.00,,"ЛВ-01-103 100 Доларів США (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-103,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014758,"ЛВ-01-104 Красивого Життя! (за 10шт) для дівчини молодіжний","ЛВ-01-104 Красивого Життя! (за 10шт) для дівчини молодіжний","ЛВ-01-104 Красивого Життя! (за 10шт) для дівчини молодіжний",Z-00014758,Z-00014758.html,,25.00,,"ЛВ-01-104 Красивого Життя! (за 10шт) для дівчини молодіжний",,100,АПЕЛЬСИН,ЛВ-01-104,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014750,"ЛВ-01-105 З Днем Весілля (за 10шт)","ЛВ-01-105 З Днем Весілля (за 10шт)","ЛВ-01-105 З Днем Весілля (за 10шт)",Z-00014750,Z-00014750.html,,25.00,,"ЛВ-01-105 З Днем Весілля (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-105,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014756,"ЛВ-01-106 Вітаю! (за 10шт) нейтр. кольоровий розпис","ЛВ-01-106 Вітаю! (за 10шт) нейтр. кольоровий розпис","ЛВ-01-106 Вітаю! (за 10шт) нейтр. кольоровий розпис",Z-00014756,Z-00014756.html,,25.00,,"ЛВ-01-106 Вітаю! (за 10шт) нейтр. кольоровий розпис",,100,АПЕЛЬСИН,ЛВ-01-106,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014759,"ЛВ-01-108 З Ювілеєм! (за 10шт) нейтр. золотий орнамент","ЛВ-01-108 З Ювілеєм! (за 10шт) нейтр. золотий орнамент","ЛВ-01-108 З Ювілеєм! (за 10шт) нейтр. золотий орнамент",Z-00014759,Z-00014759.html,,25.00,,"ЛВ-01-108 З Ювілеєм! (за 10шт) нейтр. золотий орнамент",,100,АПЕЛЬСИН,ЛВ-01-108,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014757,"ЛВ-01-110 500 Евро (за 10шт)","ЛВ-01-110 500 Евро (за 10шт)","ЛВ-01-110 500 Евро (за 10шт)",Z-00014757,Z-00014757.html,,25.00,,"ЛВ-01-110 500 Евро (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-110,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014747,"ЛВ-01-111 Подарункова Стрічка (за 10шт) нейтральний","ЛВ-01-111 Подарункова Стрічка (за 10шт) нейтральний","ЛВ-01-111 Подарункова Стрічка (за 10шт) нейтральний",Z-00014747,Z-00014747.html,,25.00,,"ЛВ-01-111 Подарункова Стрічка (за 10шт) нейтральний",,100,АПЕЛЬСИН,ЛВ-01-111,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014748,"ЛВ-01-114 З Днем Весілля! (за 10шт)","ЛВ-01-114 З Днем Весілля! (за 10шт)","ЛВ-01-114 З Днем Весілля! (за 10шт)",Z-00014748,Z-00014748.html,,25.00,,"ЛВ-01-114 З Днем Весілля! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-114,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014749,"ЛВ-01-115 З Днем Народження! (за 10шт) жіночий","ЛВ-01-115 З Днем Народження! (за 10шт) жіночий","ЛВ-01-115 З Днем Народження! (за 10шт) жіночий",Z-00014749,Z-00014749.html,,25.00,,"ЛВ-01-115 З Днем Народження! (за 10шт) жіночий",,100,АПЕЛЬСИН,ЛВ-01-115,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014755,"ЛВ-01-116 З Днем Народження! (за 10шт) дитячий","ЛВ-01-116 З Днем Народження! (за 10шт) дитячий","ЛВ-01-116 З Днем Народження! (за 10шт) дитячий",Z-00014755,Z-00014755.html,,25.00,,"ЛВ-01-116 З Днем Народження! (за 10шт) дитячий",,100,АПЕЛЬСИН,ЛВ-01-116,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014541,"ЛВ-01-117 З Днем Весілля! (за 10шт)","ЛВ-01-117 З Днем Весілля! (за 10шт)","ЛВ-01-117 З Днем Весілля! (за 10шт)",Z-00014541,Z-00014541.html,,25.00,,"ЛВ-01-117 З Днем Весілля! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-117,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014542,"ЛВ-01-118 Вітаємо Молодят! (за 10шт)","ЛВ-01-118 Вітаємо Молодят! (за 10шт)","ЛВ-01-118 Вітаємо Молодят! (за 10шт)",Z-00014542,Z-00014542.html,,25.00,,"ЛВ-01-118 Вітаємо Молодят! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-118,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014543,"ЛВ-01-119 Вітаємо! (за 10шт) жіночий","ЛВ-01-119 Вітаємо! (за 10шт) жіночий","ЛВ-01-119 Вітаємо! (за 10шт) жіночий",Z-00014543,Z-00014543.html,,25.00,,"ЛВ-01-119 Вітаємо! (за 10шт) жіночий",,100,АПЕЛЬСИН,ЛВ-01-119,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014544,"ЛВ-01-120 З Днем Народження! (за 10шт) нейтр. квіти України","ЛВ-01-120 З Днем Народження! (за 10шт) нейтр. квіти України","ЛВ-01-120 З Днем Народження! (за 10шт) нейтр. квіти України",Z-00014544,Z-00014544.html,,25.00,,"ЛВ-01-120 З Днем Народження! (за 10шт) нейтр. квіти України",,100,АПЕЛЬСИН,ЛВ-01-120,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014545,"ЛВ-01-121 З Днем Народження Тебе! (за 10шт) дитячий для хлопчика","ЛВ-01-121 З Днем Народження Тебе! (за 10шт) дитячий для хлопчика","ЛВ-01-121 З Днем Народження Тебе! (за 10шт) дитячий для хлопчика",Z-00014545,Z-00014545.html,,25.00,,"ЛВ-01-121 З Днем Народження Тебе! (за 10шт) дитячий для хлопчика",,100,АПЕЛЬСИН,ЛВ-01-121,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014546,"ЛВ-01-122 Вітаю! (за 10шт) дитячий","ЛВ-01-122 Вітаю! (за 10шт) дитячий","ЛВ-01-122 Вітаю! (за 10шт) дитячий",Z-00014546,Z-00014546.html,,25.00,,"ЛВ-01-122 Вітаю! (за 10шт) дитячий",,100,АПЕЛЬСИН,ЛВ-01-122,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014547,"ЛВ-01-123 Вітаємо! (за 10шт) нейтр. троянди","ЛВ-01-123 Вітаємо! (за 10шт) нейтр. троянди","ЛВ-01-123 Вітаємо! (за 10шт) нейтр. троянди",Z-00014547,Z-00014547.html,,25.00,,"ЛВ-01-123 Вітаємо! (за 10шт) нейтр. троянди",,100,АПЕЛЬСИН,ЛВ-01-123,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014548,"ЛВ-01-125 З Днем Народження! (за 10шт) нейтр. калина","ЛВ-01-125 З Днем Народження! (за 10шт) нейтр. калина","ЛВ-01-125 З Днем Народження! (за 10шт) нейтр. калина",Z-00014548,Z-00014548.html,,25.00,,"ЛВ-01-125 З Днем Народження! (за 10шт) нейтр. калина",,100,АПЕЛЬСИН,ЛВ-01-125,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014549,"ЛВ-01-128 Вітаємо Молодят! (за 10шт)","ЛВ-01-128 Вітаємо Молодят! (за 10шт)","ЛВ-01-128 Вітаємо Молодят! (за 10шт)",Z-00014549,Z-00014549.html,,25.00,,"ЛВ-01-128 Вітаємо Молодят! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-128,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015036,"ЛВ-01-129 З Днем Народження! (дитячий) (за 10шт) для дівчинки","ЛВ-01-129 З Днем Народження! (дитячий) (за 10шт) для дівчинки","ЛВ-01-129 З Днем Народження! (дитячий) (за 10шт) для дівчинки",Z-00015036,Z-00015036.html,,25.00,,"ЛВ-01-129 З Днем Народження! (дитячий) (за 10шт) для дівчинки",,100,АПЕЛЬСИН,ЛВ-01-129,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014550,"ЛВ-01-130 Вітаємо! (за 10шт) квіти","ЛВ-01-130 Вітаємо! (за 10шт) квіти","ЛВ-01-130 Вітаємо! (за 10шт) квіти",Z-00014550,Z-00014550.html,,25.00,,"ЛВ-01-130 Вітаємо! (за 10шт) квіти",,100,АПЕЛЬСИН,ЛВ-01-130,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015038,"ЛВ-01-131 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-131 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-131 З Днем Народження! (дитячий) (за 10шт)",Z-00015038,Z-00015038.html,,25.00,,"ЛВ-01-131 З Днем Народження! (дитячий) (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-131,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00015037,"ЛВ-01-132 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-132 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-132 З Днем Народження! (дитячий) (за 10шт)",Z-00015037,Z-00015037.html,,25.00,,"ЛВ-01-132 З Днем Народження! (дитячий) (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-132,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014552,"ЛВ-01-133 Вітаємо Молодят! (за 10шт)","ЛВ-01-133 Вітаємо Молодят! (за 10шт)","ЛВ-01-133 Вітаємо Молодят! (за 10шт)",Z-00014552,Z-00014552.html,,25.00,,"ЛВ-01-133 Вітаємо Молодят! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-133,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014551,"ЛВ-01-134 Впускай Щастя в Хату! (за 10шт)","ЛВ-01-134 Впускай Щастя в Хату! (за 10шт)","ЛВ-01-134 Впускай Щастя в Хату! (за 10шт)",Z-00014551,Z-00014551.html,,25.00,,"ЛВ-01-134 Впускай Щастя в Хату! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-134,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014553,"ЛВ-01-135 Вітаємо! (за 10шт) для молодят","ЛВ-01-135 Вітаємо! (за 10шт) для молодят","ЛВ-01-135 Вітаємо! (за 10шт) для молодят",Z-00014553,Z-00014553.html,,25.00,,"ЛВ-01-135 Вітаємо! (за 10шт) для молодят",,100,АПЕЛЬСИН,ЛВ-01-135,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014554,"ЛВ-01-136 Космічних доходів! (за 10шт)","ЛВ-01-136 Космічних доходів! (за 10шт)","ЛВ-01-136 Космічних доходів! (за 10шт)",Z-00014554,Z-00014554.html,,25.00,,"ЛВ-01-136 Космічних доходів! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-136,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014555,"ЛВ-01-137 З Днем Нарождення! (за 10шт) чоловічий","ЛВ-01-137 З Днем Нарождення! (за 10шт) чоловічий","ЛВ-01-137 З Днем Нарождення! (за 10шт) чоловічий",Z-00014555,Z-00014555.html,,25.00,,"ЛВ-01-137 З Днем Нарождення! (за 10шт) чоловічий",,100,АПЕЛЬСИН,ЛВ-01-137,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014556,"ЛВ-01-138 Подарунок від усього серця! (за 10шт) жіночий","ЛВ-01-138 Подарунок від усього серця! (за 10шт) жіночий","ЛВ-01-138 Подарунок від усього серця! (за 10шт) жіночий",Z-00014556,Z-00014556.html,,25.00,,"ЛВ-01-138 Подарунок від усього серця! (за 10шт) жіночий",,100,АПЕЛЬСИН,ЛВ-01-138,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014557,"ЛВ-01-139 500 Гривень! (за 10шт)","ЛВ-01-139 500 Гривень! (за 10шт)","ЛВ-01-139 500 Гривень! (за 10шт)",Z-00014557,Z-00014557.html,,25.00,,"ЛВ-01-139 500 Гривень! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-139,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014558,"ЛВ-01-140 Гроші на розсаду! (за 10шт)","ЛВ-01-140 Гроші на розсаду! (за 10шт)","ЛВ-01-140 Гроші на розсаду! (за 10шт)",Z-00014558,Z-00014558.html,,25.00,,"ЛВ-01-140 Гроші на розсаду! (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-140,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014533,"ЛВ-01-141 З Днем Народження! (дитячий) (за 10шт) для хлопця","ЛВ-01-141 З Днем Народження! (дитячий) (за 10шт) для хлопця","ЛВ-01-141 З Днем Народження! (дитячий) (за 10шт) для хлопця",Z-00014533,Z-00014533.html,,25.00,,"ЛВ-01-141 З Днем Народження! (дитячий) (за 10шт) для хлопця",,100,АПЕЛЬСИН,ЛВ-01-141,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014559,"ЛВ-01-142 З Днем Народження! (за 10шт) жіночий","ЛВ-01-142 З Днем Народження! (за 10шт) жіночий","ЛВ-01-142 З Днем Народження! (за 10шт) жіночий",Z-00014559,Z-00014559.html,,25.00,,"ЛВ-01-142 З Днем Народження! (за 10шт) жіночий",,100,АПЕЛЬСИН,ЛВ-01-142,шт,10,1
Default,Аксесуари подарункові конверт для грошей,Z-00014535,"ЛВ-01-143 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-143 З Днем Народження! (дитячий) (за 10шт)","ЛВ-01-143 З Днем Народження! (дитячий) (за 10шт)",Z-00014535,Z-00014535.html,,25.00,,"ЛВ-01-143 З Днем Народження! (дитячий) (за 10шт)",,100,АПЕЛЬСИН,ЛВ-01-143,шт,10,1
